question stem,option A,option B,option C,option D,option A feedback,option B feedback,option C feedback,option D feedback,correct answer,data content ID,question nickname
Which of the following equations is correct?,\(8^0=0\),\(w^{-6}=\frac{-6}{w^6}\),\(7^{-3}=-343\),\(d^{-4}=\frac{1}{d^4}\),Incorrect. Let's try again a different way: Any non-zero base raised to the power of zero equals 1. The answer is \(d^{-4}=\frac{1}{d^4}\).,"Incorrect. Let's try again a different way: The -6 is an exponent, not a factor. Remember that \(a^{-n}=\frac{1}{a^n}\), so \(w^{-6}=\frac{1}{w^6}\). The answer is \(d^{-4}=\frac{1}{d^4}\).","Incorrect. Let's try again a different way: This is the result of finding the opposite of \(7^3\). Remember that \(a^{-n}=\frac{1}{a^n}\), so \(7^{-3}=\frac{1}{7^3}\). The answer is \(d^{-4}=\frac{1}{d^4}\).",That's correct! Check yourself: Remember that \(a^{-n}=\frac{1}{a^n}\).,D,917d2ef9-bc64-4200-8a65-81be340df732,Alg1_5_1_3_SC
Simplify the following expression.\((\frac{3^3x^{-2}}{q^3})^3\),\(\frac{27}{x^2q^3}\),"\(\frac{19,683}{x^6q^9}\)",\(\frac{729}{x^6q^9}\),"\(\frac{19,683x^6}{q^9}\)","Incorrect. Let's try again a different way: This is the simplified form of the expression without raising it to the power of 3. Remember to raise each factor in parentheses to the power of 3. Did you find \(3^9\)? Did you use the Power Property on \(x\) and \(q\)? The answer is \(\frac{19,683}{x^6q^9}\).","That's correct! Check yourself: We use the Power Property on each part. \(3^9 = 19,683\). The negative exponent on \(x\) moves it to the denominator where it becomes positive.","Incorrect. Let's try again a different way: This is the value if you add the exponents when you raise \(3^3\) to the power of 3. Did you find \(3^9\)? The answer is \(\frac{19,683}{x^6q^9}\).","Incorrect. Let's try again a different way: Did you address the negative exponent on \(x\)? The answer is \(\frac{19,683}{x^6q^9}\).",B,572181df-d13b-42cf-b172-64dbfe0132af,Alg1_5_1_4_SC
Simplify \(\sqrt[3]{-27}\).,3,9,-3,-9,Incorrect. Let's try again a different way: Think about what number is used as a factor 3 times to get -27. Watch the signs of the factor. The answer is -3.,Incorrect. Let's try again a different way: Think about what number is used as a factor 3 times to get -27. The answer is -3.,"That's correct! Check yourself: \((-3)\;\times\;(-3)\;\times\;(-3)=-27\), so \(\sqrt[3]{-27}\;=\;-3\).",Incorrect. Let's try again a different way: This would be the result of dividing -27 by 3. Think about what number is used as a factor 3 times to get -27. The answer is -3.,C,e84cc837-ac6f-4296-b99e-21eff188c73b,Alg1_5_2_2_SC
Rewrite \(\sqrt[10]{x^7}\) as a term with a rational exponent.,\(x^\frac{10}7\),\(x^\frac{7}{10}\),\(10x^7\),\(\frac7{10}x\),"Incorrect. Let's try again a different way: The 7 is the exponent, and the 10 is the index. The answer is \(x^\frac{7}{10}\).",That's correct! Check yourself: The exponent gets written over the root.,"Incorrect. Let's try again a different way: The 10 is the root, not a coefficient. The answer is \(x^\frac{7}{10}\).",Incorrect. Let's try again a different way: The fraction should be the exponent. The answer is \(x^\frac{7}{10}\).,B,887ac4bf-741c-4a18-a5ad-ebfe7bd85ac7,Alg1_5_2_3_SC
"Olivia has two different job offers for babysitting next Saturday.Job 1: She will receive $5 for accepting the job, then $10 for every hour she works.Job 2: She will receive $1.50 for accepting the job, $3 after the first hour, $6 after the second hour, and for each additional hour her pay per hour will double.Olivia can only work 3 hours. How much would she make at each job?",Olivia would make \(\$35\) at Job 1 and \(\$12\) at Job 2.,Olivia would make \(\$35\) at Job 1 and \(\$22.50\) at Job 2.,Olivia would make \(\$25\) at Job 1 and \(\$10.50\) at Job 2.,Olivia would make \(\$30\) at Job 1 and \(\$21\) at Job 2.,"Incorrect. Let's try again a different way: \(\$12\) is the amount she would make after the third hour. To find the total, add: \(\$1.50+\$3+\$6+\$12\) or \($22.50\). The answer is Olivia would make \($35\) at Job 1 and \(\$22.50\) at Job 2.",That's correct! Check yourself: Job 1 would be \(\$5 +\$10+\$10+\$10\) or \($35\). Job 2 would be \(\$1.50+\$3+\$6+\$12\) or \(\$22.50\).,"Incorrect. Let's try again a different way: This would be the amount for 2 hours, not 3. For Job 1, add another \(\$10\). For Job 2, add another \(\$12\). The answer is Olivia would make \(\$35\) at Job 1 and \(\$22.50\) at Job 2.","Incorrect. Let's try again a different way: Be sure to add the amount she makes for accepting the job, \(\$5\) for Job 1 and \(\$1.50\) for Job 2. The answer is Olivia would make \(\$35\) at Job 1 and \(\$22.50\) at Job 2.",B,d76143ee-e829-4aa2-a65d-ac9d7684c1f2,Alg1_5_3_2_SC
"The graph shows the yearly balance, in dollars, in two investment accounts. Account A starts with $2,000. Account B starts with $1,000.",Account A grows more quickly as time goes on. Account B grows by the same amount each year.,Account A grows by the same amount each year. Account B grows more quickly as time goes on,Both accounts grow more quickly as time goes on.,Both accounts grow by the same amount each year.,Incorrect. Let's try again a different way: You may have confused the graphs of the two accounts. The graph of Account A forms a line and has a constant rate of change. The graph of Account B increases more quickly as the \(x\)-values increase. The answer is: Account A grows by the same amount each year. Account B grows more quickly as time goes on.,That's correct! Check yourself: The graph of Account A forms a line and has a constant rate of change. The graph of Account B increases more quickly as time goes on.,Incorrect. Let's try again a different way: The graph of Account A forms a line and has a constant rate of change. The answer is: Account A grows by the same amount each year. Account B grows more quickly as time goes on.,Incorrect. Let's try again a different way: The graph of Account B increases more quickly as the \(x\)-values increase. The answer is: Account A grows by the same amount each year. Account B grows more quickly as time goes on.,B,3ac03b50-f177-4d0a-9b6c-85883c06f253,Alg1_5_3_3_SC
Which of the following isNOTan example of a way to represent a chain of stores that currently has 4 stores but plans to double the number of stores they have each year for the next 5 years?,\(4 \cdot 2 \cdot 2 \cdot 2 \cdot 2 \cdot 2\),\(4 + 5 \cdot 2\),\(4 \cdot 32\),\(x\)012345\(y\)48163264128,"Incorrect. Let's try again a different way: You are looking for an expression that does NOT represent the situation. This is an expression that represents having 4 stores and then multiplying by 2, or doubling the amount, 5 times to show 5 years. The answer is \(4 + 5 \cdot 2\).","That's correct! Check yourself: They started with 4 stores, and doubling means multiplying by 2 for each additional year. You would need to multiply by 2 five times, NOT \(5 \cdot 2\).","Incorrect. Let's try again a different way: You are looking for an expression that does NOT represent the situation. This is an expression that represents having 4 stores and doubling the amount each year for 5 years, or multiplying by 2 five times, or \(2 \cdot 2 \cdot 2 \cdot 2 \cdot 2\), which is 32. The answer is \(4 + 5 \cdot 2\).","Incorrect. Let's try again a different way: You are looking for an expression that does NOT represent the situation. This is the table that represents starting with 4 stores and multiplying by 2, or doubling, for 5 years. The answer is \(4 + 5 \cdot 2\).",B,947cd948-ee50-439c-9ad3-10ce7a253686,Alg1_5_3_4_SC
"Santos and Sara are checking their work on the following problem: \(4\left(2\cdot3\cdot5\right)^0\).Santos says the answer is 1. Sara says the answer is 4. Who is correct, and why?",Santos is correct because anything raised to the zero power is 1.,Neither Santos nor Sara did the problem correctly.,Both Santos and Sara are correct since there are two methods to solve the problem.,"Sara is correct because you first would simplify the parenthesis, and since it's raised to the zero power, it would be 1. Then you would multiply that by 4, for a final answer of 4.","Incorrect. Let's try again a different way: Santos is correct that anything to the zero power is 1, but he forgot about the 4 multiplied outside the parentheses. The answer is Sara, because after the parentheses simplifies to 1, you would still need to multiply by 4.","Incorrect. Let's try again a different way: Santos forgot to multiply by 4, but Sara did the problem correctly. The answer is Sara, because after the parentheses simplifies to 1, you would still need to multiply by 4.","Incorrect. Let's try again a different way: Remember to use order of operations. There may be more than one method, but all methods should result in the same answer. The answer is Sara, because after the parentheses simplifies to 1, you would still need to multiply by 4.",That's correct! Check yourself: Remember when multiple operations are involved to use the order of operations. This problem would result in \(4\cdot1\) or 4.,D,1f486994-b076-4ae1-b4f7-74fc874a12fd,Alg1_5_4_2_SC
"The population of a city is 100,000. It doubles each decade. Write an equation \(p\) that relates the population to \(t\), time in decades.","\(p=100,000\cdot2t\)","\(p=100,000\cdot2^t\)","\(p=100,000\cdot t^2\)",\(p=2^t\),"Incorrect. Let's try again a different way: Doubles means there is a common ratio of 2, and \(t\) is the exponent. The answer is \(p=100,000\cdot2^t\).","That's correct! Check yourself: Since you don't know how many decades have passed, you need to use the variable \(t\) as the exponent, and doubles means you need to multiply by 2.","Incorrect. Let's try again a different way: Remember, doubles means that the common ratio is 2. The answer is \(p=100,000\cdot2^t\).","Incorrect. Let's try again a different way: The formula for exponential functions is \(y=a\cdot b^x\), where \(a\) is the initial value. For this scenario, the initial value is 100,000. The answer is \(p=100,000\cdot2^t\).",B,9a6cf01d-df8c-4181-86d6-c1c8ff83c701,Alg1_5_4_3_SC
Which is the graph of \(y=2\cdot3^x\)?,,,,,"Incorrect. Let's try again a different way: \((1, 6)\) is a point on this graph. However, the graph you are looking for has a \(y\)-intercept of 2, not 1. This is the graph of \(y=6^x\). When graphing, remember that the \(a\)-value from \(y=a\cdot b^x\) is also the \(y\)-intercept. The answer is","Incorrect. Let's try again a different way: The point \((1, 6)\) is on the graph. However, this graph is linear, not exponential. This is the graph of \(y=6x\). The answer is","Incorrect. Let's try again a different way: The points \((1, 6)\) and \((0, 2)\) are on the graph. However, this is the graph of a linear function, \(y=4x+2\), not an exponential function. When graphing an exponential function, remember it has a constant ratio. The answer is","That's correct! Check yourself: Since the \(a\)-value of the equation is 2, that is also the \(y\)-intercept. When \(x=1\), you have \(y=2\cdot 3^1\) or \(y=2\cdot 3\), which is \(y=6\).",D,fc5c4bb5-ef1d-4924-9af7-06b225c34d79,Alg1_5_4_4_SC
"Which of the following could represent a population of bacteria, \(b\), that decreases at a rate of \(\frac18\) every hour, \(h\)? Consider an initial amount of 100 bacteria.",\(b=100 \cdot (\frac{7}{8})^h\),\(b=100 \cdot (\frac{1}{8})^h\),\(b=100 \cdot (\frac{7}{8})h\),\(b=100 \cdot (\frac{1}{8})h\),"That's correct! Check yourself: Exponential functions have the form \(y=a \cdot b^x\), with \(a\) representing the initial value and \(b\) representing the growth factor. There are initially 100, and it decreases by \(\frac18\) each hour, so \(\frac78\) is the growth factor.","Incorrect. Let's try again a different way: Since it's decreasing by a rate of \(\frac18\), the growth factor is \(1-\frac{1}{8}=\frac{7}{8}\). The answer is \(b=100 \cdot (\frac{7}{8})^h\).","Incorrect. Let's try again a different way: Since it's decreasing by a rate of \(\frac18\), that means it's an exponential function, and the \(h\) should be an exponent. The answer is \(b=100 \cdot (\frac{7}{8})^h\).","Incorrect. Let's try again a different way: Since it's decreasing by a rate of \(\frac18\), that means it's an exponential function, and the \(h\) should be an exponent. The growth factor is \(1-\frac{1}{8}=\frac{7}{8}\). The answer is \(b=100 \cdot (\frac{7}{8})^h\).",A,5416ff9d-5855-42d0-9d9e-7dfd5887b765,Alg1_5_5_2_SC
Which of the following is the graph of \(y = 12(\frac{1}{2})^x\)?,,,,,"That's correct! Check yourself: Exponential functions have the form \(y=ab^x\), where \(a\) is the initial value or \(y\)-intercept. Since 12 is the \(a\)-value, the graph crosses the \(y\)-axis at \((0,12)\).",Incorrect. Let's try again a different way: This is the graph of a linear function. Exponential functions are a smooth curve. The answer is,"Incorrect. Let's try again a different way: Remember you have to use order of operations, so do not multiply 12 and \(\frac12\) before using the exponent. The answer is",Incorrect. Let's try again a different way: This is a linear function. Exponential functions are a smooth curve. The answer is,A,b5931ded-9b4a-4ebf-b21e-4209bb1a65a0,Alg1_5_5_3_SC
Which of the following is the equation of the graph provided?,\(y=3^x\),\(y= -3x+1\),\(y= -\frac{1}{3}x\),\(y=(\frac{1}{3})^x\),"Incorrect. Let's try again a different way: The graph is an exponential decay, so it should have a growth factor less than 1. The answer is \(y=(\frac{1}{3})^x\).","Incorrect. Let's try again a different way: This is a linear equation. The graph is exponential, so it should have a variable as an exponent. The answer is \(y=(\frac{1}{3})^x\).","Incorrect. Let's try again a different way: This is a linear equation with slope \(-\frac{1}{3}\). The graph is a decreasing exponential function, so it should have a variable as an exponent and a base less than 1. The answer is \(y=(\frac{1}{3})^x\).","That's correct! Check yourself: The shape of the graph is exponential, it has a \(y\)-intercept of 1, and since it passes through (1, \(\frac13\)), it has a growth factor of \(\frac13\).",D,50f593c3-8d62-47de-a043-6af7bca0981a,Alg1_5_5_4_SC
"Using the equation \(p=10,000\cdot 2^d\), find the value of \(p\) when \(d = -2\).","2,500","20,000","5,000","40,000","That's correct! Check yourself: The expression \(p=10,000\cdot2^{-2}=2,500\).","Incorrect. Let's try again a different way: This is the value when \(d =1\). Evaluate the expression when \(d=-2\). \(p=10,000\cdot2^{-2}\). The answer is 2,500.","Incorrect. Let's try again a different way: This is the value when \(d=-1\). Find the value when \(d=-2\). Evaluate the expression \(p=10,000\cdot2^{-2}\). The answer is 2,500.","Incorrect. Let's try again a different way: This is the value when \(d=2\). Find the value when \(d=-2\). Evaluate the expression \(p=10,000\cdot2^{-2}\). The answer is 2,500.",A,6ea21f39-dca0-4080-ae02-eec9f859d259,Alg1_5_6_2_SC
"A census of hemlock trees is taken in a national park. The rangers have found that only \(\frac45\) of the population
  has survived each year. The data are shown in the table. Find the number of hemlocks that were in the park 2 years
  before the census was taken.\(y\), years since census\(h\), number of hemlocks–2064,000151,200332,768","156,250","125,000","80,000","100,000","Incorrect. Let's try again a different way: This is the solution for 4 years before the census was taken. The equation to represent this situation is\(h=64,000\cdot\left(\frac45\right)^y\). The solution is found by substituting -2 for \(y\). The answer is 100,000.","Incorrect. Let's try again a different way: This is the solution for 3 years before the census was taken. The equation to represent this situation is\(h=64,000\cdot\left(\frac45\right)^y\). The solution is found by substituting -2 for \(y\). The answer is 100,000.","Incorrect. Let's try again a different way: This is the solution for 1 year before the census was taken. Find the solution for 2 years before the census was taken. The equation to represent this situation is\(h=64,000\cdot\left(\frac45\right)^y\). The solution is found by substituting -2 for \(y\). The answer is 100,000.","That's correct! Check yourself: The equation to represent this situation is \(h=64,000\cdot\left(\frac45\right)^y\).",D,9825d5e1-3fb6-460a-8404-796992138600,Alg1_5_6_3_SC
Which of the following equations is true?,"\(7.64\times 10^3 = 76,400\)","\(9.11\times 10^5 = 91,100\)",\(8.5\times 10^{-4} = 0.00085\),\(2.36\times 10^{-5} = 0.00000236\),"Incorrect. Let's try again a different way: Multiplying by \(10^3\) means multiplying by 1000.\(7.64\times 1000 = 7,640\). The answer is \(8.5\times 10^{-4} = 0.00085\).","Incorrect. Let's try again a different way: Multiplying by \(10^5\) means multiplying by 100,000. \(9.11\times 100,000 = 911,000\). The answer is \(8.5\times 10^{-4} = 0.00085\).","That's correct! Check yourself: Multiplying by \(10^{-4}\) means dividing by 10,000. The values are equivalent.","Incorrect. Let's try again a different way: Multiplying by \(10^{-5}\) means dividing by 100,000. \(2.36\times 10^{-5} = 0.0000236\). The answer is \(8.5\times 10^{-4} = 0.00085\).",C,faff2ed9-4827-483f-ab86-c2d84463589b,Alg1_5_6_4_SC
Which of the numbers shown is the greatest?,0.0065,\(7.2\times10^{-3}\),0.00084,\(9.6\times10^{-5}\),Incorrect. Let's try again a different way: Compare the numbers in the same form. 0.0065 is equivalent to \(6.5\times10^{-3}\). This is not the greatest number. The answer is \(7.2\times10^{-3}\).,That's correct! Check yourself: The number \(7.2\times10^{-3}\) is the largest value. It is equivalent to 0.0072.,Incorrect. Let's try again a different way: Compare the numbers in the same form. 0.00084 is equivalent to \(8.4\times10^{-4}\). \(10^{-4}\) is less than \(10^{-3}\). The answer is \(7.2\times10^{-3}\).,Incorrect. Let's try again a different way: \(10^{-5}\) is less than \(10^{-4}\). \(9.6\times10^{-5}\) is equivalent to 0.000096. The answer is \(7.2\times10^{-3}\).,B,e91002dc-8f80-4c3b-9d41-4e958d012a2c,Alg1_5_6_5_SC
"For the following exercise, consider this scenario: For each year \(t\), the population of trees in Forest A is represented by the function \(A(t)=115(1.025)^t\), (red curve). In a neighboring forest, Forest B, the population of the same type of tree is represented by the function \(B(t)=82(1.029)^t\), (blue curve). Looking at the graph provided, which forest had a greater number of trees initially?",Both forests started with the same number of trees.,"Forest A, because it starts higher on the \(y\)-axis.","Forest A, because it has a greater growth rate.","Forest B, because it has a greater growth rate.","Incorrect. Let's try again a different way: The initial value of an exponential function is the same as its \(y\)-intercept on the graph, so a higher \(y\)-intercept is a greater initial value. The answer is Forest A, because it starts higher on the \(y\)-axis.","That's correct! Check yourself: The initial value of an exponential function is the same as its \(y\)-intercept on the graph, so a higher \(y\)-intercept is a greater initial value.","Incorrect. Let's try again a different way: The initial value of an exponential function is the same as its \(y\)-intercept on the graph, not the growth rate. The answer is Forest A, because it starts higher on the \(y\)-axis.","Incorrect. Let's try again a different way: Forest B does have a greater growth rate, but the growth rate does not determine the initial value. The initial value of an exponential function is the same as its \(y\)-intercept on the graph. The answer is Forest A, because it starts higher on the \(y\)-axis.",B,d57bad08-947e-433a-a0e2-e049961af8e9,Alg1_5_7_2_SC
Which scenario could be represented by the following graph?,A recent graduate's credit card balance started around $500 and increases at a rate of approximately 20% each month.,The population of sea birds started at 518 and is decreasing exponentially each month.,The population of sea birds started at 518 and is increasing exponentially each month.,A recent graduate's credit card balance started around $500 and decreases at a rate of approximately 20% each month.,"That's correct! Check yourself: The labels show you are comparing money over time, and the initial value is around $500.","Incorrect. Let's try again a different way: The graph shows exponential growth, but the situation is exponential decay. Also, the graph's labels are time and months. The answer is: A recent graduate's credit card balance starts around $500 and increases at a rate of approximately 20% each month.",Incorrect. Let's try again a different way: The graph's labels are time in months and total amount in dollars. The answer is: A recent graduate's credit card balance starts around $500 and increases at a rate of approximately 20% each month.,"Incorrect. Let's try again a different way: The graph shows exponential growth, but the situation is exponential decay. The answer is: A recent graduate's credit card balance starts around $500 and increases at a rate of approximately 20% each month.",A,adc8f4ad-9bc9-4628-8c55-8723e3623461,Alg1_5_7_3_SC
Which of the following equations represents the values in the table?\(x\)0123\(y\)13927,\(y=3x\),\(y=3 \cdot 1^x\),\(y=1 \cdot 3^x\),\(y=3x+1\),"Incorrect. Let's try again a different way: The values in the table are growing at an exponential rate, not a linear rate. The answer is \(y=1 \cdot 3^x\).","Incorrect. Let's try again a different way: This equation only works when \(x= 1\) and \(y=3\). A different exponential pattern is needed. Remember the base is the growth factor, 3. The answer is \(y=1 \cdot 3^x\).","That's correct! Check yourself: When the exponent, \(x\), is 3, the equation is equivalent to \(3^3=27\). All values in the table follow this exponential pattern.","Incorrect. Let's try again a different way: This equation only works when \(x = 1\) and \(y=3\). The values in the table are growing at an exponential rate, not a linear rate. The answer is \(y=1 \cdot 3^x\).",C,546bd09e-e722-4393-94c2-0108093cf1e6,Alg1_5_8_2_SC
"A new computer is purchased for $2,500. Each year after its purchase, it loses \(\frac15\) of its value. Which equation represents this situation?",\(f(t)=2500+(\frac{4}{5})^t\),\(f(t)=2500 \cdot (\frac{4}{5})t\),\(f(t)=2500 \cdot (\frac{4}{5})^t\),\(f(t)=\frac{4}{5} \cdot (2500)^t\),"Incorrect. Let's try again a different way: The growth factor should be multiplied by the initial value, not added. The answer is \(f(t)=2500 \cdot (\frac{4}{5})^t\).","Incorrect. Let's try again a different way: The situation is exponential, not linear. The answer is \(f(t)=2500 \cdot (\frac{4}{5})^t\).","That's correct! Check yourself: The initial price of the computer was 2,500, and each year the price was multiplied by \(\frac45\).","Incorrect. Let's try again a different way: The base of the exponential function is the growth factor, not the initial value. The 2,500 and \(\frac45\) should be switched in the formula. The answer is \(f(t)=2500 \cdot (\frac{4}{5})^t\).",C,07376bf5-b810-4628-ab2e-6eb013c8c0f7,Alg1_5_8_3_SC
"The graph below shows the total smartphones, \(s\), in millions that were sold in the years, \(t\), since 2008. What does the point \((4, 125)\) represent in this context?","In 2004, there were 125 million smartphones sold.","In 2012, there were 125 million more smartphones than in 2008.","In 2012, there were 125 million smartphones sold.","In 2004, there were 125 million more smartphones than in 2000.","Incorrect. Let's try again a different way: When \(t=4\), this means 4 years after 2008. The answer is in 2012, there were 125 million smartphones sold.","Incorrect. Let's try again a different way: The \(s\) value represents the total number sold, not a comparison. The answer is in 2012, there were 125 million smartphones sold.","That's correct! Check yourself: Since \(t=4\), the point represents 2012, 4 years after 2008. The \(s\) value is 125 and represents the number of millions of smartphones sold.","Incorrect. Let's try again a different way: When \(t=4\), this means 4 years after 2008.  The answer is in 2012, there were 125 million smartphones sold.",C,be83c79c-1171-4ffb-81c6-961c83b08e49,Alg1_5_9_2_SC
"The graph below represents the function that gives the value of a computer in dollars, \(y\), as a function of time, \(x\),measured in years since the time of purchase.What is the range for this graph and situation?",\(y \leq 400\),\(x \geq 0\),\(0,\(y \geq 0\),Incorrect. Let's try again a different way: The range in this situation cannot be negative because the computer value will not ever be negative. The answer is \(0,Incorrect. Let's try again a different way: This is the domain. The answer is \(0,"That's correct! Check yourself: The largest \(y\)-value is the starting price of the computer, $400, and the lowest value will approach 0 but never actually equal $0.","Incorrect. Let's try again a different way: The value of the computer will not go above the starting value of $400. The value of the computer will get close to zero, but it will never reach 0. The answer is \(90",C,c6335936-1a02-466f-b864-46583baa34ca,Alg1_5_9_3_SC
"Suppose a population of cells starts at 500 and triples every day. The number of cells each day can be calculated as follows:Number Of DaysNumber Of Cells050011,50024,500313,500Find the average rate of change from day 0 to day 2.","1,000","4,500","2,000","-2,000","Incorrect. Let's try again a different way: This is the average rate of change from day 0 to day 1. The answer is 2,000.","Incorrect. Let's try again a different way: This is the population at day 2, but it is not the average rate of change from day 0 to day 2. The answer is 2,000.","That's correct! Check yourself: Find the difference between 4,500 and 500 and then divide by 2 days.","Incorrect. Let's try again a different way: Make sure to align the corresponding values in the formula and watch the signs. The cell population is growing, not decaying. The answer is 2,000.",C,62721c7f-82cf-4858-8c3c-7e9791641220,Alg1_5_10_2_SC
The graph below shows the bounce height of a basketball at each bounce. What is the approximate average rate of change from the first bounce to the third bounce?,300,-300,600,-600,Incorrect. Let's try again a different way: Watch the signs when calculating. Notice the values are decreasing. The average rate of change is negative. The answer is -300.,That's correct! Check yourself: The difference in heights is \(700-1300\). Divide this by 2.,"Incorrect. Let's try again a different way: Watch the signs when finding rate of change. Notice the values are decreasing, so the rate of change should be negative. Remember to divide the change in \(y\)by 2. The answer is -300.",Incorrect. Let's try again a different way: Remember to divide the change in \(y\) by 2. The answer is -300.,B,1ed64169-41d3-4bbf-9817-01f7b5f2c8d3,Alg1_5_10_3_SC
The table gives predictions of the average costs of a gasoline car after the year 2030.Which graph best represents the relationship between time and the predicted cost?Gasoline carTime (years)Cost (thousand of dollars)035540.21046.31553.22061.2,,,,,Incorrect. Let's try again a different way: This graph shows a linear model. The table represents an exponential relationship. The answer is,Incorrect. Let's try again a different way: This graph shows a decreasing linear relationship. The numbers in the table are growing in a nonlinear and increasing way. The answer is,That's correct! Check yourself: The cost of the car increases at an increasing rate over time.,Incorrect. Let's try again a different way: This graph shows a decreasing relationship. The cost of the car increases over time. The answer is,C,c4fcd65f-2bf9-4dfd-aa27-a27c64b8b3de,Alg1_5_11_2_SC
The population of deer in a forest is divided in half every decade. Which of the following graphs could represent this situation?,,,,,Incorrect. Let's try again a different way: This graph shows an increasing linear model. The population is decreasing in a nonlinear way. The answer is,Incorrect. Let's try again a different way: This graph shows a decreasing linear relationship. The population is decreasing in a nonlinear way. The answer is,Incorrect. Let's try again a different way: This shows an increasing relationship. The population is decreasing by a factor of \(\frac12\). The answer is,"That's correct! Check yourself: The population of deer will decrease over time, but the rate at which it decreases will slow down.",D,a821e62f-2fbc-4fc0-9bf4-5c0fcc2a33ac,Alg1_5_11_4_SC
What is the horizontal asymptote for the function \(f(x)=2 \cdot 3^x-5\)?,\(y=5\),\(y=2\),\(y=-5\),\(y=3\),Incorrect. Let's try again a different way: Subtracting 5 is the same as adding -5. The graph is shifted down 5. The answer is \(y=-5\).,"Incorrect. Let's try again a different way: The 2 is the \(a\) in the function and changes the \(y\)-intercept, not the asymptote. The answer is \(y=-5\).",That's correct! Check yourself: The -5 causes the function to shift down 5.,"Incorrect. Let's try again a different way: The 3 affects the growth factor, not the asymptote of the graph. The answer is \(y=-5\).",C,5afb4141-810a-4b98-852e-20adf25332b6,Alg1_5_12_2_SC
Which of the following functions will decay the fastest?,\(f(x)=0.86^x-10\),\(g(x)=0.34^x+2\),\(h(x)=1.34^x-90\),\(j(x)=0.5^x\),Incorrect. Let's try again a different way: This is actually decaying the slowest since 0.86 is closest to 1. The answer is \(g(x)=0.34^x+2\).,"That's correct! Check yourself: Of all of the functions, \(b=0.34\) is the closest to 0, so it is decaying the fastest.",Incorrect. Let's try again a different way: This function is growing exponentially since \(b>1\). The answer is \(g(x)=0.34^x+2\).,Incorrect. Let's try again a different way: This is decaying slower than 0.34. The answer is \(g(x)=0.34^x+2\).,B,0b610b58-f205-4c03-a0ea-60a286facde1,Alg1_5_12_3_SC
Which of the following is the function for the curve graphed below?,\(f(x)=100+3^x\),\(f(x)=3 \cdot 100^x\),\(f(x)=100 \cdot 3^x\),\(f(x)=(100^3)^x\),Incorrect. Let's try again a different way: The starting value must be multiplied by the growth factor. The answer is \(f(x)=100 \cdot 3^x\).,Incorrect. Let's try again a different way: The \(a\) and \(b\) need to be switched. The answer is \(f(x)=100 \cdot 3^x\).,"That's correct! Check yourself: The starting value was 100, and the growth factor is 3.",Incorrect. Let's try again a different way: Only the 3 should be raised to the \(x\) power. The answer is \(f(x)=100 \cdot 3^x\).,C,1a4e8548-2a1a-4611-b603-d958ef7b9394,Alg1_5_13_2_SC
"In the formula \(f(x)=a \cdot b^x\), what changes on the graph when \(a\) changes?",The \(x\)-intercept,The \(y\)-intercept,The slope,The growth factor,Incorrect. Let's try again a different way: The \(a\) value changes the vertical intercept. The answer is the \(y\)-intercept.,That's correct! Check yourself: The \(a\) value in the exponential function causes the value when \(x = 0\) to change.,Incorrect. Let's try again a different way: The slope is affected by changes in \(b\). The answer is the \(y\)-intercept.,Incorrect. Let's try again a different way: The growth factor is affected by changes in \(b\). The answer is the \(y\)-intercept.,B,b70878a6-b224-41be-a05a-b455f2d31eb1,Alg1_5_13_3_SC
"Using a calculator, Joanna made the following table and then made the following conjecture: \(3x\) is always greater than \((1.02)^x\). Is Joanna correct? Explain.\(x\)\((1.02)^x\)\(3x\)11.02321.0404631.0612941.08241251.104115",Joanna is correct. None of the values in the table for \((1.02)^x\) are greater than the values for \(3x\).,"Joanna is correct. If you graph the points in the table for \((1.02)^x\) and \(3x\), the points for \(3x\) are all above the points for \((1.02)^x\).","Joanna is incorrect. Since \((1.02)^x\) is exponential growth and \(3x\) is linear growth, eventually \((1.02)^x\) will be greater than \(3x\).","Joanna is incorrect. If you continue the table to \(x=300\), \((1.02)^x\) is greater than \(3x\).","Incorrect. Let's try again a different way: While this is a true statement, the table can be continued forever for both expressions. The answer is Joanna is incorrect. Since \((1.02)^x\) is exponential growth and \(3x\) is linear growth, eventually \((1.02)^x\) will be greater than \(3x\).","Incorrect. Let's try again a different way: While this is a true statement, the graph can be continued forever for both expressions. The answer is Joanna is incorrect. Since \((1.02)^x\) is exponential growth and \(3x\) is linear growth, eventually \((1.02)^x\) will be greater than \(3x\).","That's correct! Check yourself: If you graph both expressions and zoom out, you can see that after \(x=351\), \((1.02)^x\) is greater than \(3x\).","Incorrect. Let's try again a different way: While you do need to continue the table to see where \((1.02)^x\) is greater, it's not at \(x=300\). The answer is Joanna is incorrect. Since \((1.02)^x\) is exponential growth and \(3x\) is linear growth, eventually \((1.02)^x\) will be greater than \(3x\).",C,783555e9-f70c-4467-bed9-2ebc486454b6,Alg1_5_14_2_SC
